technology,capacity_type,location,year,capacity_addition
capture_amine,power,cement_1_CH,0,0.0
capture_amine,power,cement_1_CH,1,0.0
capture_amine,power,cement_1_CH,2,45.51550586281997
capture_amine,power,cement_1_CH,3,0.0
capture_amine,power,cement_1_CH,4,0.0
capture_amine,power,cement_1_CH,5,0.0
capture_amine,power,cement_1_CH,6,0.0
capture_amine,power,cement_1_CH,7,0.0
capture_amine,power,cement_1_CH,8,0.0
capture_amine,power,cement_1_CH,9,0.0
capture_amine,power,cement_2_CH,0,0.0
capture_amine,power,cement_2_CH,1,0.0
capture_amine,power,cement_2_CH,2,0.0
capture_amine,power,cement_2_CH,3,0.0
capture_amine,power,cement_2_CH,4,0.0
capture_amine,power,cement_2_CH,5,0.0
capture_amine,power,cement_2_CH,6,23.54277722495516
capture_amine,power,cement_2_CH,7,14.94811237675814
capture_amine,power,cement_2_CH,8,0.0
capture_amine,power,cement_2_CH,9,0.0
capture_amine,power,cement_3_CH,0,0.0
capture_amine,power,cement_3_CH,1,0.0
capture_amine,power,cement_3_CH,2,0.0
capture_amine,power,cement_3_CH,3,0.0
capture_amine,power,cement_3_CH,4,0.0
capture_amine,power,cement_3_CH,5,0.0
capture_amine,power,cement_3_CH,6,0.0
capture_amine,power,cement_3_CH,7,0.0
capture_amine,power,cement_3_CH,8,0.0
capture_amine,power,cement_3_CH,9,33.23990508896572
capture_amine,power,cement_4_CH,0,2.5661219373344913e-05
capture_amine,power,cement_4_CH,1,43.83389238645157
capture_amine,power,cement_4_CH,2,0.0
capture_amine,power,cement_4_CH,3,0.0
capture_amine,power,cement_4_CH,4,0.0
capture_amine,power,cement_4_CH,5,0.0
capture_amine,power,cement_4_CH,6,0.0
capture_amine,power,cement_4_CH,7,0.0
capture_amine,power,cement_4_CH,8,0.0
capture_amine,power,cement_4_CH,9,0.0
capture_amine,power,cement_5_CH,0,0.0
capture_amine,power,cement_5_CH,1,0.0
capture_amine,power,cement_5_CH,2,0.0
capture_amine,power,cement_5_CH,3,0.0
capture_amine,power,cement_5_CH,4,0.0
capture_amine,power,cement_5_CH,5,0.0
capture_amine,power,cement_5_CH,6,0.0
capture_amine,power,cement_5_CH,7,0.0
capture_amine,power,cement_5_CH,8,14.618051662532146
capture_amine,power,cement_5_CH,9,0.0
capture_amine,power,cement_6_CH,0,0.0
capture_amine,power,cement_6_CH,1,0.0
capture_amine,power,cement_6_CH,2,0.0
capture_amine,power,cement_6_CH,3,0.0
capture_amine,power,cement_6_CH,4,0.0
capture_amine,power,cement_6_CH,5,0.0
capture_amine,power,cement_6_CH,6,0.0
capture_amine,power,cement_6_CH,7,18.441020748073594
capture_amine,power,cement_6_CH,8,13.330405877461992
capture_amine,power,cement_6_CH,9,0.0
capture_amine,power,swiss_storage_CH,0,0.0
capture_amine,power,swiss_storage_CH,1,0.0
capture_amine,power,swiss_storage_CH,2,0.0
capture_amine,power,swiss_storage_CH,3,0.0
capture_amine,power,swiss_storage_CH,4,0.0
capture_amine,power,swiss_storage_CH,5,0.0
capture_amine,power,swiss_storage_CH,6,0.0
capture_amine,power,swiss_storage_CH,7,0.0
capture_amine,power,swiss_storage_CH,8,0.0
capture_amine,power,swiss_storage_CH,9,0.0
capture_amine,power,waste_10_CH,0,0.0
capture_amine,power,waste_10_CH,1,4.773284104030459
capture_amine,power,waste_10_CH,2,8.98479880479863
capture_amine,power,waste_10_CH,3,0.0
capture_amine,power,waste_10_CH,4,0.0
capture_amine,power,waste_10_CH,5,0.0
capture_amine,power,waste_10_CH,6,0.0
capture_amine,power,waste_10_CH,7,0.0
capture_amine,power,waste_10_CH,8,0.0
capture_amine,power,waste_10_CH,9,0.0
capture_amine,power,waste_11_CH,0,0.0
capture_amine,power,waste_11_CH,1,0.0
capture_amine,power,waste_11_CH,2,0.0
capture_amine,power,waste_11_CH,3,0.0
capture_amine,power,waste_11_CH,4,22.3604397803978
capture_amine,power,waste_11_CH,5,0.0
capture_amine,power,waste_11_CH,6,0.0
capture_amine,power,waste_11_CH,7,0.0
capture_amine,power,waste_11_CH,8,0.0
capture_amine,power,waste_11_CH,9,0.0
capture_amine,power,waste_12_CH,0,0.0
capture_amine,power,waste_12_CH,1,0.0
capture_amine,power,waste_12_CH,2,0.0
capture_amine,power,waste_12_CH,3,0.0
capture_amine,power,waste_12_CH,4,0.0
capture_amine,power,waste_12_CH,5,0.0
capture_amine,power,waste_12_CH,6,0.0
capture_amine,power,waste_12_CH,7,0.0
capture_amine,power,waste_12_CH,8,8.38280112760241
capture_amine,power,waste_12_CH,9,14.517390754316413
capture_amine,power,waste_13_CH,0,0.0
capture_amine,power,waste_13_CH,1,0.0
capture_amine,power,waste_13_CH,2,0.0
capture_amine,power,waste_13_CH,3,0.0
capture_amine,power,waste_13_CH,4,0.0
capture_amine,power,waste_13_CH,5,0.0
capture_amine,power,waste_13_CH,6,0.0
capture_amine,power,waste_13_CH,7,0.0
capture_amine,power,waste_13_CH,8,0.0
capture_amine,power,waste_13_CH,9,18.814808402740077
capture_amine,power,waste_14_CH,0,0.0
capture_amine,power,waste_14_CH,1,0.0
capture_amine,power,waste_14_CH,2,0.0
capture_amine,power,waste_14_CH,3,0.0
capture_amine,power,waste_14_CH,4,0.0
capture_amine,power,waste_14_CH,5,0.0
capture_amine,power,waste_14_CH,6,0.0
capture_amine,power,waste_14_CH,7,0.0
capture_amine,power,waste_14_CH,8,17.88358779587796
capture_amine,power,waste_14_CH,9,0.0
capture_amine,power,waste_15_CH,0,0.0
capture_amine,power,waste_15_CH,1,0.0
capture_amine,power,waste_15_CH,2,0.0
capture_amine,power,waste_15_CH,3,0.0
capture_amine,power,waste_15_CH,4,0.0
capture_amine,power,waste_15_CH,5,0.0
capture_amine,power,waste_15_CH,6,0.0
capture_amine,power,waste_15_CH,7,0.0
capture_amine,power,waste_15_CH,8,11.412722959229594
capture_amine,power,waste_15_CH,9,0.0
capture_amine,power,waste_16_CH,0,0.0
capture_amine,power,waste_16_CH,1,0.0
capture_amine,power,waste_16_CH,2,0.0
capture_amine,power,waste_16_CH,3,34.293817658176586
capture_amine,power,waste_16_CH,4,0.0
capture_amine,power,waste_16_CH,5,0.0
capture_amine,power,waste_16_CH,6,0.0
capture_amine,power,waste_16_CH,7,0.0
capture_amine,power,waste_16_CH,8,0.0
capture_amine,power,waste_16_CH,9,0.0
capture_amine,power,waste_17_CH,0,0.0
capture_amine,power,waste_17_CH,1,0.0
capture_amine,power,waste_17_CH,2,0.0
capture_amine,power,waste_17_CH,3,0.0
capture_amine,power,waste_17_CH,4,0.0
capture_amine,power,waste_17_CH,5,0.0
capture_amine,power,waste_17_CH,6,12.684636414364144
capture_amine,power,waste_17_CH,7,0.0
capture_amine,power,waste_17_CH,8,0.0
capture_amine,power,waste_17_CH,9,0.0
capture_amine,power,waste_18_CH,0,0.0
capture_amine,power,waste_18_CH,1,0.0
capture_amine,power,waste_18_CH,2,0.0
capture_amine,power,waste_18_CH,3,0.0
capture_amine,power,waste_18_CH,4,0.0
capture_amine,power,waste_18_CH,5,25.87288402484025
capture_amine,power,waste_18_CH,6,0.0
capture_amine,power,waste_18_CH,7,0.0
capture_amine,power,waste_18_CH,8,0.0
capture_amine,power,waste_18_CH,9,0.0
capture_amine,power,waste_19_CH,0,0.0
capture_amine,power,waste_19_CH,1,0.0
capture_amine,power,waste_19_CH,2,0.0
capture_amine,power,waste_19_CH,3,1.8121057796679638
capture_amine,power,waste_19_CH,4,28.772032749717336
capture_amine,power,waste_19_CH,5,0.0
capture_amine,power,waste_19_CH,6,0.0
capture_amine,power,waste_19_CH,7,0.0
capture_amine,power,waste_19_CH,8,0.0
capture_amine,power,waste_19_CH,9,0.0
capture_amine,power,waste_1_CH,0,0.0
capture_amine,power,waste_1_CH,1,0.0
capture_amine,power,waste_1_CH,2,0.0
capture_amine,power,waste_1_CH,3,0.0
capture_amine,power,waste_1_CH,4,0.0
capture_amine,power,waste_1_CH,5,18.679853890242253
capture_amine,power,waste_1_CH,6,7.70773001759683
capture_amine,power,waste_1_CH,7,0.0
capture_amine,power,waste_1_CH,8,0.0
capture_amine,power,waste_1_CH,9,0.0
capture_amine,power,waste_20_CH,0,0.0
capture_amine,power,waste_20_CH,1,0.0
capture_amine,power,waste_20_CH,2,0.0
capture_amine,power,waste_20_CH,3,28.052119017190176
capture_amine,power,waste_20_CH,4,0.0
capture_amine,power,waste_20_CH,5,0.0
capture_amine,power,waste_20_CH,6,0.0
capture_amine,power,waste_20_CH,7,0.0
capture_amine,power,waste_20_CH,8,0.0
capture_amine,power,waste_20_CH,9,0.0
capture_amine,power,waste_2_CH,0,0.0
capture_amine,power,waste_2_CH,1,0.0
capture_amine,power,waste_2_CH,2,0.0
capture_amine,power,waste_2_CH,3,0.0
capture_amine,power,waste_2_CH,4,0.0
capture_amine,power,waste_2_CH,5,0.0
capture_amine,power,waste_2_CH,6,0.0
capture_amine,power,waste_2_CH,7,19.367213032130323
capture_amine,power,waste_2_CH,8,0.0
capture_amine,power,waste_2_CH,9,0.0
capture_amine,power,waste_3_CH,0,0.0
capture_amine,power,waste_3_CH,1,16.215561803618037
capture_amine,power,waste_3_CH,2,0.0
capture_amine,power,waste_3_CH,3,0.0
capture_amine,power,waste_3_CH,4,0.0
capture_amine,power,waste_3_CH,5,0.0
capture_amine,power,waste_3_CH,6,0.0
capture_amine,power,waste_3_CH,7,0.0
capture_amine,power,waste_3_CH,8,0.0
capture_amine,power,waste_3_CH,9,0.0
capture_amine,power,waste_4_CH,0,0.0
capture_amine,power,waste_4_CH,1,0.0
capture_amine,power,waste_4_CH,2,0.0
capture_amine,power,waste_4_CH,3,0.0
capture_amine,power,waste_4_CH,4,0.0
capture_amine,power,waste_4_CH,5,0.0
capture_amine,power,waste_4_CH,6,21.445520439204394
capture_amine,power,waste_4_CH,7,0.0
capture_amine,power,waste_4_CH,8,0.0
capture_amine,power,waste_4_CH,9,0.0
capture_amine,power,waste_5_CH,0,0.0
capture_amine,power,waste_5_CH,1,0.0
capture_amine,power,waste_5_CH,2,0.0
capture_amine,power,waste_5_CH,3,0.0
capture_amine,power,waste_5_CH,4,0.0
capture_amine,power,waste_5_CH,5,0.0
capture_amine,power,waste_5_CH,6,0.0
capture_amine,power,waste_5_CH,7,12.712152785527856
capture_amine,power,waste_5_CH,8,0.0
capture_amine,power,waste_5_CH,9,0.0
capture_amine,power,waste_6_CH,0,0.0
capture_amine,power,waste_6_CH,1,0.0
capture_amine,power,waste_6_CH,2,0.0
capture_amine,power,waste_6_CH,3,0.0
capture_amine,power,waste_6_CH,4,0.0
capture_amine,power,waste_6_CH,5,0.0
capture_amine,power,waste_6_CH,6,0.0
capture_amine,power,waste_6_CH,7,0.0
capture_amine,power,waste_6_CH,8,0.0
capture_amine,power,waste_6_CH,9,0.0
capture_amine,power,waste_7_CH,0,0.0
capture_amine,power,waste_7_CH,1,0.0
capture_amine,power,waste_7_CH,2,0.0
capture_amine,power,waste_7_CH,3,0.0
capture_amine,power,waste_7_CH,4,13.960880755414536
capture_amine,power,waste_7_CH,5,8.218033113724154
capture_amine,power,waste_7_CH,6,0.0
capture_amine,power,waste_7_CH,7,0.0
capture_amine,power,waste_7_CH,8,0.0
capture_amine,power,waste_7_CH,9,0.0
capture_amine,power,waste_8_CH,0,0.0
capture_amine,power,waste_8_CH,1,0.0
capture_amine,power,waste_8_CH,2,10.421160246717475
capture_amine,power,waste_8_CH,3,0.8747208080930751
capture_amine,power,waste_8_CH,4,0.0
capture_amine,power,waste_8_CH,5,0.0
capture_amine,power,waste_8_CH,6,0.0
capture_amine,power,waste_8_CH,7,0.0
capture_amine,power,waste_8_CH,8,0.0
capture_amine,power,waste_8_CH,9,0.0
capture_amine,power,waste_9_CH,0,0.0
capture_amine,power,waste_9_CH,1,0.0
capture_amine,power,waste_9_CH,2,0.0
capture_amine,power,waste_9_CH,3,0.0
capture_amine,power,waste_9_CH,4,0.0
capture_amine,power,waste_9_CH,5,12.467380289802898
capture_amine,power,waste_9_CH,6,0.0
capture_amine,power,waste_9_CH,7,0.0
capture_amine,power,waste_9_CH,8,0.0
capture_amine,power,waste_9_CH,9,0.0
compression_16_110bar,power,cement_1_CH,0,0.0
compression_16_110bar,power,cement_1_CH,1,0.0
compression_16_110bar,power,cement_1_CH,2,0.0
compression_16_110bar,power,cement_1_CH,3,0.0
compression_16_110bar,power,cement_1_CH,4,0.0
compression_16_110bar,power,cement_1_CH,5,0.0
compression_16_110bar,power,cement_1_CH,6,0.0
compression_16_110bar,power,cement_1_CH,7,0.0
compression_16_110bar,power,cement_1_CH,8,0.0
compression_16_110bar,power,cement_1_CH,9,0.0
compression_16_110bar,power,cement_2_CH,0,0.0
compression_16_110bar,power,cement_2_CH,1,0.0
compression_16_110bar,power,cement_2_CH,2,0.0
compression_16_110bar,power,cement_2_CH,3,0.0
compression_16_110bar,power,cement_2_CH,4,0.0
compression_16_110bar,power,cement_2_CH,5,0.0
compression_16_110bar,power,cement_2_CH,6,0.0
compression_16_110bar,power,cement_2_CH,7,0.0
compression_16_110bar,power,cement_2_CH,8,0.0
compression_16_110bar,power,cement_2_CH,9,0.0
compression_16_110bar,power,cement_3_CH,0,0.0
compression_16_110bar,power,cement_3_CH,1,0.0
compression_16_110bar,power,cement_3_CH,2,0.0
compression_16_110bar,power,cement_3_CH,3,0.0
compression_16_110bar,power,cement_3_CH,4,0.0
compression_16_110bar,power,cement_3_CH,5,0.0
compression_16_110bar,power,cement_3_CH,6,0.0
compression_16_110bar,power,cement_3_CH,7,0.0
compression_16_110bar,power,cement_3_CH,8,0.0
compression_16_110bar,power,cement_3_CH,9,0.0
compression_16_110bar,power,cement_4_CH,0,0.0
compression_16_110bar,power,cement_4_CH,1,0.0
compression_16_110bar,power,cement_4_CH,2,0.0
compression_16_110bar,power,cement_4_CH,3,0.0
compression_16_110bar,power,cement_4_CH,4,0.0
compression_16_110bar,power,cement_4_CH,5,0.0
compression_16_110bar,power,cement_4_CH,6,0.0
compression_16_110bar,power,cement_4_CH,7,0.0
compression_16_110bar,power,cement_4_CH,8,0.0
compression_16_110bar,power,cement_4_CH,9,0.0
compression_16_110bar,power,cement_5_CH,0,0.0
compression_16_110bar,power,cement_5_CH,1,0.0
compression_16_110bar,power,cement_5_CH,2,0.0
compression_16_110bar,power,cement_5_CH,3,0.0
compression_16_110bar,power,cement_5_CH,4,0.0
compression_16_110bar,power,cement_5_CH,5,0.0
compression_16_110bar,power,cement_5_CH,6,0.0
compression_16_110bar,power,cement_5_CH,7,0.0
compression_16_110bar,power,cement_5_CH,8,0.0
compression_16_110bar,power,cement_5_CH,9,0.0
compression_16_110bar,power,cement_6_CH,0,0.0
compression_16_110bar,power,cement_6_CH,1,0.0
compression_16_110bar,power,cement_6_CH,2,0.0
compression_16_110bar,power,cement_6_CH,3,0.0
compression_16_110bar,power,cement_6_CH,4,0.0
compression_16_110bar,power,cement_6_CH,5,0.0
compression_16_110bar,power,cement_6_CH,6,0.0
compression_16_110bar,power,cement_6_CH,7,0.0
compression_16_110bar,power,cement_6_CH,8,0.0
compression_16_110bar,power,cement_6_CH,9,0.0
compression_16_110bar,power,swiss_storage_CH,0,0.0
compression_16_110bar,power,swiss_storage_CH,1,0.0
compression_16_110bar,power,swiss_storage_CH,2,0.0
compression_16_110bar,power,swiss_storage_CH,3,0.0
compression_16_110bar,power,swiss_storage_CH,4,0.0
compression_16_110bar,power,swiss_storage_CH,5,0.0
compression_16_110bar,power,swiss_storage_CH,6,0.0
compression_16_110bar,power,swiss_storage_CH,7,0.0
compression_16_110bar,power,swiss_storage_CH,8,0.0
compression_16_110bar,power,swiss_storage_CH,9,0.0
compression_16_110bar,power,waste_10_CH,0,0.0
compression_16_110bar,power,waste_10_CH,1,0.0
compression_16_110bar,power,waste_10_CH,2,0.0
compression_16_110bar,power,waste_10_CH,3,0.0
compression_16_110bar,power,waste_10_CH,4,0.0
compression_16_110bar,power,waste_10_CH,5,0.0
compression_16_110bar,power,waste_10_CH,6,0.0
compression_16_110bar,power,waste_10_CH,7,0.0
compression_16_110bar,power,waste_10_CH,8,0.0
compression_16_110bar,power,waste_10_CH,9,0.0
compression_16_110bar,power,waste_11_CH,0,0.0
compression_16_110bar,power,waste_11_CH,1,0.0
compression_16_110bar,power,waste_11_CH,2,0.0
compression_16_110bar,power,waste_11_CH,3,0.0
compression_16_110bar,power,waste_11_CH,4,0.0
compression_16_110bar,power,waste_11_CH,5,0.0
compression_16_110bar,power,waste_11_CH,6,0.0
compression_16_110bar,power,waste_11_CH,7,0.0
compression_16_110bar,power,waste_11_CH,8,0.0
compression_16_110bar,power,waste_11_CH,9,0.0
compression_16_110bar,power,waste_12_CH,0,0.0
compression_16_110bar,power,waste_12_CH,1,0.0
compression_16_110bar,power,waste_12_CH,2,0.0
compression_16_110bar,power,waste_12_CH,3,0.0
compression_16_110bar,power,waste_12_CH,4,0.0
compression_16_110bar,power,waste_12_CH,5,0.0
compression_16_110bar,power,waste_12_CH,6,0.0
compression_16_110bar,power,waste_12_CH,7,0.0
compression_16_110bar,power,waste_12_CH,8,0.0
compression_16_110bar,power,waste_12_CH,9,0.0
compression_16_110bar,power,waste_13_CH,0,0.0
compression_16_110bar,power,waste_13_CH,1,0.0
compression_16_110bar,power,waste_13_CH,2,0.0
compression_16_110bar,power,waste_13_CH,3,0.0
compression_16_110bar,power,waste_13_CH,4,0.0
compression_16_110bar,power,waste_13_CH,5,0.0
compression_16_110bar,power,waste_13_CH,6,0.0
compression_16_110bar,power,waste_13_CH,7,0.0
compression_16_110bar,power,waste_13_CH,8,0.0
compression_16_110bar,power,waste_13_CH,9,0.0
compression_16_110bar,power,waste_14_CH,0,0.0
compression_16_110bar,power,waste_14_CH,1,0.0
compression_16_110bar,power,waste_14_CH,2,0.0
compression_16_110bar,power,waste_14_CH,3,0.0
compression_16_110bar,power,waste_14_CH,4,0.0
compression_16_110bar,power,waste_14_CH,5,0.0
compression_16_110bar,power,waste_14_CH,6,0.0
compression_16_110bar,power,waste_14_CH,7,0.0
compression_16_110bar,power,waste_14_CH,8,0.0
compression_16_110bar,power,waste_14_CH,9,0.0
compression_16_110bar,power,waste_15_CH,0,0.0
compression_16_110bar,power,waste_15_CH,1,0.0
compression_16_110bar,power,waste_15_CH,2,0.0
compression_16_110bar,power,waste_15_CH,3,0.0
compression_16_110bar,power,waste_15_CH,4,0.0
compression_16_110bar,power,waste_15_CH,5,0.0
compression_16_110bar,power,waste_15_CH,6,0.0
compression_16_110bar,power,waste_15_CH,7,0.0
compression_16_110bar,power,waste_15_CH,8,0.0
compression_16_110bar,power,waste_15_CH,9,0.0
compression_16_110bar,power,waste_16_CH,0,0.0
compression_16_110bar,power,waste_16_CH,1,0.0
compression_16_110bar,power,waste_16_CH,2,0.0
compression_16_110bar,power,waste_16_CH,3,0.0
compression_16_110bar,power,waste_16_CH,4,0.0
compression_16_110bar,power,waste_16_CH,5,0.0
compression_16_110bar,power,waste_16_CH,6,0.0
compression_16_110bar,power,waste_16_CH,7,0.0
compression_16_110bar,power,waste_16_CH,8,0.0
compression_16_110bar,power,waste_16_CH,9,0.0
compression_16_110bar,power,waste_17_CH,0,0.0
compression_16_110bar,power,waste_17_CH,1,0.0
compression_16_110bar,power,waste_17_CH,2,0.0
compression_16_110bar,power,waste_17_CH,3,0.0
compression_16_110bar,power,waste_17_CH,4,0.0
compression_16_110bar,power,waste_17_CH,5,0.0
compression_16_110bar,power,waste_17_CH,6,0.0
compression_16_110bar,power,waste_17_CH,7,0.0
compression_16_110bar,power,waste_17_CH,8,0.0
compression_16_110bar,power,waste_17_CH,9,0.0
compression_16_110bar,power,waste_18_CH,0,0.0
compression_16_110bar,power,waste_18_CH,1,0.0
compression_16_110bar,power,waste_18_CH,2,0.0
compression_16_110bar,power,waste_18_CH,3,0.0
compression_16_110bar,power,waste_18_CH,4,0.0
compression_16_110bar,power,waste_18_CH,5,0.0
compression_16_110bar,power,waste_18_CH,6,0.0
compression_16_110bar,power,waste_18_CH,7,0.0
compression_16_110bar,power,waste_18_CH,8,0.0
compression_16_110bar,power,waste_18_CH,9,0.0
compression_16_110bar,power,waste_19_CH,0,0.0
compression_16_110bar,power,waste_19_CH,1,0.0
compression_16_110bar,power,waste_19_CH,2,0.0
compression_16_110bar,power,waste_19_CH,3,0.0
compression_16_110bar,power,waste_19_CH,4,0.0
compression_16_110bar,power,waste_19_CH,5,0.0
compression_16_110bar,power,waste_19_CH,6,0.0
compression_16_110bar,power,waste_19_CH,7,0.0
compression_16_110bar,power,waste_19_CH,8,0.0
compression_16_110bar,power,waste_19_CH,9,0.0
compression_16_110bar,power,waste_1_CH,0,0.0
compression_16_110bar,power,waste_1_CH,1,0.0
compression_16_110bar,power,waste_1_CH,2,0.0
compression_16_110bar,power,waste_1_CH,3,0.0
compression_16_110bar,power,waste_1_CH,4,0.0
compression_16_110bar,power,waste_1_CH,5,0.0
compression_16_110bar,power,waste_1_CH,6,0.0
compression_16_110bar,power,waste_1_CH,7,0.0
compression_16_110bar,power,waste_1_CH,8,0.0
compression_16_110bar,power,waste_1_CH,9,0.0
compression_16_110bar,power,waste_20_CH,0,0.0
compression_16_110bar,power,waste_20_CH,1,0.0
compression_16_110bar,power,waste_20_CH,2,0.0
compression_16_110bar,power,waste_20_CH,3,0.0
compression_16_110bar,power,waste_20_CH,4,0.0
compression_16_110bar,power,waste_20_CH,5,0.0
compression_16_110bar,power,waste_20_CH,6,0.0
compression_16_110bar,power,waste_20_CH,7,0.0
compression_16_110bar,power,waste_20_CH,8,0.0
compression_16_110bar,power,waste_20_CH,9,0.0
compression_16_110bar,power,waste_2_CH,0,0.0
compression_16_110bar,power,waste_2_CH,1,0.0
compression_16_110bar,power,waste_2_CH,2,0.0
compression_16_110bar,power,waste_2_CH,3,0.0
compression_16_110bar,power,waste_2_CH,4,0.0
compression_16_110bar,power,waste_2_CH,5,0.0
compression_16_110bar,power,waste_2_CH,6,0.0
compression_16_110bar,power,waste_2_CH,7,0.0
compression_16_110bar,power,waste_2_CH,8,0.0
compression_16_110bar,power,waste_2_CH,9,0.0
compression_16_110bar,power,waste_3_CH,0,0.0
compression_16_110bar,power,waste_3_CH,1,0.0
compression_16_110bar,power,waste_3_CH,2,0.0
compression_16_110bar,power,waste_3_CH,3,0.0
compression_16_110bar,power,waste_3_CH,4,0.0
compression_16_110bar,power,waste_3_CH,5,0.0
compression_16_110bar,power,waste_3_CH,6,0.0
compression_16_110bar,power,waste_3_CH,7,0.0
compression_16_110bar,power,waste_3_CH,8,0.0
compression_16_110bar,power,waste_3_CH,9,0.0
compression_16_110bar,power,waste_4_CH,0,0.0
compression_16_110bar,power,waste_4_CH,1,0.0
compression_16_110bar,power,waste_4_CH,2,0.0
compression_16_110bar,power,waste_4_CH,3,0.0
compression_16_110bar,power,waste_4_CH,4,0.0
compression_16_110bar,power,waste_4_CH,5,0.0
compression_16_110bar,power,waste_4_CH,6,0.0
compression_16_110bar,power,waste_4_CH,7,0.0
compression_16_110bar,power,waste_4_CH,8,0.0
compression_16_110bar,power,waste_4_CH,9,0.0
compression_16_110bar,power,waste_5_CH,0,0.0
compression_16_110bar,power,waste_5_CH,1,0.0
compression_16_110bar,power,waste_5_CH,2,0.0
compression_16_110bar,power,waste_5_CH,3,0.0
compression_16_110bar,power,waste_5_CH,4,0.0
compression_16_110bar,power,waste_5_CH,5,0.0
compression_16_110bar,power,waste_5_CH,6,0.0
compression_16_110bar,power,waste_5_CH,7,0.0
compression_16_110bar,power,waste_5_CH,8,0.0
compression_16_110bar,power,waste_5_CH,9,0.0
compression_16_110bar,power,waste_6_CH,0,0.0
compression_16_110bar,power,waste_6_CH,1,0.0
compression_16_110bar,power,waste_6_CH,2,0.0
compression_16_110bar,power,waste_6_CH,3,0.0
compression_16_110bar,power,waste_6_CH,4,0.0
compression_16_110bar,power,waste_6_CH,5,0.0
compression_16_110bar,power,waste_6_CH,6,0.0
compression_16_110bar,power,waste_6_CH,7,0.0
compression_16_110bar,power,waste_6_CH,8,0.0
compression_16_110bar,power,waste_6_CH,9,0.0
compression_16_110bar,power,waste_7_CH,0,0.0
compression_16_110bar,power,waste_7_CH,1,0.0
compression_16_110bar,power,waste_7_CH,2,0.0
compression_16_110bar,power,waste_7_CH,3,0.0
compression_16_110bar,power,waste_7_CH,4,0.0
compression_16_110bar,power,waste_7_CH,5,0.0
compression_16_110bar,power,waste_7_CH,6,0.0
compression_16_110bar,power,waste_7_CH,7,0.0
compression_16_110bar,power,waste_7_CH,8,0.0
compression_16_110bar,power,waste_7_CH,9,0.0
compression_16_110bar,power,waste_8_CH,0,0.0
compression_16_110bar,power,waste_8_CH,1,0.0
compression_16_110bar,power,waste_8_CH,2,0.0
compression_16_110bar,power,waste_8_CH,3,0.0
compression_16_110bar,power,waste_8_CH,4,0.0
compression_16_110bar,power,waste_8_CH,5,0.0
compression_16_110bar,power,waste_8_CH,6,0.0
compression_16_110bar,power,waste_8_CH,7,0.0
compression_16_110bar,power,waste_8_CH,8,0.0
compression_16_110bar,power,waste_8_CH,9,0.0
compression_16_110bar,power,waste_9_CH,0,0.0
compression_16_110bar,power,waste_9_CH,1,0.0
compression_16_110bar,power,waste_9_CH,2,0.0
compression_16_110bar,power,waste_9_CH,3,0.0
compression_16_110bar,power,waste_9_CH,4,0.0
compression_16_110bar,power,waste_9_CH,5,0.0
compression_16_110bar,power,waste_9_CH,6,0.0
compression_16_110bar,power,waste_9_CH,7,0.0
compression_16_110bar,power,waste_9_CH,8,0.0
compression_16_110bar,power,waste_9_CH,9,0.0
condition_110bar,power,cement_1_CH,0,0.0
condition_110bar,power,cement_1_CH,1,0.0
condition_110bar,power,cement_1_CH,2,44.989133006642255
condition_110bar,power,cement_1_CH,3,0.0
condition_110bar,power,cement_1_CH,4,0.0
condition_110bar,power,cement_1_CH,5,0.0
condition_110bar,power,cement_1_CH,6,0.0
condition_110bar,power,cement_1_CH,7,0.0
condition_110bar,power,cement_1_CH,8,0.0
condition_110bar,power,cement_1_CH,9,0.0
condition_110bar,power,cement_2_CH,0,0.0
condition_110bar,power,cement_2_CH,1,0.0
condition_110bar,power,cement_2_CH,2,0.0
condition_110bar,power,cement_2_CH,3,0.0
condition_110bar,power,cement_2_CH,4,0.0
condition_110bar,power,cement_2_CH,5,0.0
condition_110bar,power,cement_2_CH,6,23.2705122318426
condition_110bar,power,cement_2_CH,7,14.775242044833586
condition_110bar,power,cement_2_CH,8,0.0
condition_110bar,power,cement_2_CH,9,0.0
condition_110bar,power,cement_3_CH,0,0.0
condition_110bar,power,cement_3_CH,1,0.0
condition_110bar,power,cement_3_CH,2,0.0
condition_110bar,power,cement_3_CH,3,0.0
condition_110bar,power,cement_3_CH,4,0.0
condition_110bar,power,cement_3_CH,5,0.0
condition_110bar,power,cement_3_CH,6,0.0
condition_110bar,power,cement_3_CH,7,0.0
condition_110bar,power,cement_3_CH,8,0.0
condition_110bar,power,cement_3_CH,9,32.855495788243275
condition_110bar,power,cement_4_CH,0,0.0
condition_110bar,power,cement_4_CH,1,0.0
condition_110bar,power,cement_4_CH,2,0.0
condition_110bar,power,cement_4_CH,3,0.0
condition_110bar,power,cement_4_CH,4,0.0
condition_110bar,power,cement_4_CH,5,0.0
condition_110bar,power,cement_4_CH,6,0.0
condition_110bar,power,cement_4_CH,7,0.0
condition_110bar,power,cement_4_CH,8,0.0
condition_110bar,power,cement_4_CH,9,0.0
condition_110bar,power,cement_5_CH,0,0.0
condition_110bar,power,cement_5_CH,1,0.0
condition_110bar,power,cement_5_CH,2,0.0
condition_110bar,power,cement_5_CH,3,0.0
condition_110bar,power,cement_5_CH,4,0.0
condition_110bar,power,cement_5_CH,5,0.0
condition_110bar,power,cement_5_CH,6,0.0
